Protein IDs,Majority protein IDs,Peptide counts (unique),Fasta headers,Mol. weight [kDa],Intensity,B1.1_1,B1.1_2,B1.1_3,CT_1,B0.3_1,B0.3_2,B0.3_3,B1.1_4,CT_2,CT_3,B0.3_4,B0.3_5,CT_4,CT_5,B1.1_5 
Q3SYS6;A0A3Q1LSU5,Q3SYS6;A0A3Q1LSU5,2;1,sp|Q3SYS6|CHP1_BOVIN Calcineurin B homologous protein 1 OS=Bos taurus OX=9913 GN=CHP1 PE=2 SV=1;tr|A0A3Q1LSU5|A0A3Q1LSU5_BOVIN Calcineurin B homologous protein 1 OS=Bos taurus OX=9913 GN=CHP1 PE=4 SV=1,22.442,93168000,16459000,9712000,0,11916000,0,0,0,0,6835300,8304100,0,0,0,0,0
A6QPV1;A6QL85,A6QPV1;A6QL85,3;3,tr|A6QPV1|A6QPV1_BOVIN RCC2 protein OS=Bos taurus OX=9913 GN=RCC2 PE=2 SV=1;tr|A6QL85|A6QL85_BOVIN RCC2 protein OS=Bos taurus OX=9913 GN=RCC2 PE=1 SV=1,42.986,39013000,0,8981100,0,12056000,3732300,0,0,0,0,0,0,0,0,0,0
Q3ZBV8,Q3ZBV8,5,"sp|Q3ZBV8|SYTC_BOVIN Threonine--tRNA ligase 1, cytoplasmic OS=Bos taurus OX=9913 GN=TARS1 PE=2 SV=1",83.491,40567000,0,0,0,12341000,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1NL81;A5PJZ5,A0A3Q1NL81;A5PJZ5,8;8,tr|A0A3Q1NL81|A0A3Q1NL81_BOVIN Nuclear pore complex protein Nup93 OS=Bos taurus OX=9913 GN=NUP93 PE=3 SV=1;sp|A5PJZ5|NUP93_BOVIN Nuclear pore complex protein Nup93 OS=Bos taurus OX=9913 GN=NUP93 PE=2 SV=1,91.057,58890000,0,0,0,12509000,0,0,0,0,0,0,0,0,0,0,0
Q2KIV2;A0A3Q1LY17,Q2KIV2;A0A3Q1LY17,5;4,sp|Q2KIV2|TIM9_BOVIN Mitochondrial import inner membrane translocase subunit Tim9 OS=Bos taurus OX=9913 GN=TIMM9 PE=3 SV=1;tr|A0A3Q1LY17|A0A3Q1LY17_BOVIN Mitochondrial import inner membrane translocase subunit Tim9 OS=Bos taurus OX=9913 GN=TIMM9 PE=4 SV=1,10.378,102870000,0,0,0,12950000,12503000,0,0,0,0,0,0,0,0,0,0
Q0VCA3;A0A3Q1MMS8;A0A3Q1MIY6;F1N3R4,Q0VCA3;A0A3Q1MMS8;A0A3Q1MIY6;F1N3R4,4;4;4;4,sp|Q0VCA3|LETM1_BOVIN Mitochondrial proton/calcium exchanger protein OS=Bos taurus OX=9913 GN=LETM1 PE=2 SV=1;tr|A0A3Q1MMS8|A0A3Q1MMS8_BOVIN Leucine zipper-EF-hand-containing transmembrane protein 1 OS=Bos taurus OX=9913 GN=LETM1 PE=3 SV=1;tr|A0A3Q1MIY6|A0,81.817,26169000,0,0,0,13242000,0,0,0,0,0,0,0,0,0,0,0
Q32KM1;Q0VCD2,Q32KM1;Q0VCD2,4;4,sp|Q32KM1|TBG2_BOVIN Tubulin gamma-2 chain OS=Bos taurus OX=9913 GN=TUBG2 PE=2 SV=1;sp|Q0VCD2|TBG1_BOVIN Tubulin gamma-1 chain OS=Bos taurus OX=9913 GN=TUBG1 PE=2 SV=1,51.064,66564000,0,0,0,13331000,0,0,0,0,23950000,0,0,0,9660600,0,0
Q08DQ6;E1BMD6,Q08DQ6;E1BMD6,4;2,tr|Q08DQ6|Q08DQ6_BOVIN Zyxin OS=Bos taurus OX=9913 GN=ZYX PE=1 SV=1;tr|E1BMD6|E1BMD6_BOVIN LIM domain containing preferred translocation partner in lipoma OS=Bos taurus OX=9913 GN=LPP PE=1 SV=1,60.101,47633000,0,0,0,13342000,0,0,0,0,0,0,0,0,0,0,0
F1N1A9;P80746;A0A3Q1MXS2;J9ZXG5;A7YY42;Q8MKD4,F1N1A9;P80746;A0A3Q1MXS2;J9ZXG5;A7YY42,8;8;8;6;4;2,tr|F1N1A9|F1N1A9_BOVIN Integrin alpha-V OS=Bos taurus OX=9913 GN=ITGAV PE=3 SV=3;sp|P80746|ITAV_BOVIN Integrin alpha-V OS=Bos taurus OX=9913 GN=ITGAV PE=1 SV=3;tr|A0A3Q1MXS2|A0A3Q1MXS2_BOVIN Integrin alpha-V OS=Bos taurus OX=9913 GN=ITGAV PE=3 SV=1;tr|J9ZX,116.42,100200000,13177000,0,0,13458000,0,0,4429900,0,3137700,0,0,0,0,0,0
A0A3Q1LVB4;E1BM06;A0A3Q1M337,A0A3Q1LVB4;E1BM06;A0A3Q1M337,3;3;3,tr|A0A3Q1LVB4|A0A3Q1LVB4_BOVIN Nucleoporin NDC1 OS=Bos taurus OX=9913 GN=NDC1 PE=3 SV=1;tr|E1BM06|E1BM06_BOVIN Nucleoporin NDC1 OS=Bos taurus OX=9913 GN=NDC1 PE=3 SV=2;tr|A0A3Q1M337|A0A3Q1M337_BOVIN Nucleoporin NDC1 OS=Bos taurus OX=9913 GN=NDC1 PE=3 SV=1,74.365,111150000,0,10913000,0,13738000,0,0,0,0,0,0,0,0,0,0,0
E1BIX5;A0A3Q1MAS6,E1BIX5;A0A3Q1MAS6,4;4,tr|E1BIX5|E1BIX5_BOVIN Nucleoporin 153 OS=Bos taurus OX=9913 GN=NUP153 PE=1 SV=3;tr|A0A3Q1MAS6|A0A3Q1MAS6_BOVIN Nucleoporin 153 OS=Bos taurus OX=9913 GN=NUP153 PE=1 SV=1,149.61,53771000,0,10415000,0,13896000,0,0,0,0,3272800,0,0,0,0,0,0
A0A3Q1MEA6;A5PJR9,A0A3Q1MEA6;A5PJR9,4;4,tr|A0A3Q1MEA6|A0A3Q1MEA6_BOVIN G protein nucleolar 1 (putative) OS=Bos taurus OX=9913 GN=GNL1 PE=4 SV=1;tr|A5PJR9|A5PJR9_BOVIN G protein nucleolar 1 (putative) OS=Bos taurus OX=9913 GN=GNL1 PE=2 SV=1,66.956,104880000,17941000,16255000,0,14168000,0,0,0,5961700,7846600,0,0,0,0,0,0
Q32KX8;M5FHQ6,Q32KX8;M5FHQ6,3;3,sp|Q32KX8|MTL26_BOVIN Methyltransferase-like 26 OS=Bos taurus OX=9913 GN=METTL26 PE=2 SV=1;tr|M5FHQ6|M5FHQ6_BOVIN Uncharacterized protein OS=Bos taurus OX=9913 GN=C25H16ORF13 PE=3 SV=1,22.714,128850000,0,24692000,0,14193000,0,0,27783000,0,0,0,0,0,0,0,0
Q2KIQ1;F1MS56;A0A3Q1LP83,Q2KIQ1;F1MS56;A0A3Q1LP83,5;5;5,tr|Q2KIQ1|Q2KIQ1_BOVIN Phosphoacetylglucosamine mutase OS=Bos taurus OX=9913 GN=PGM3 PE=2 SV=1;tr|F1MS56|F1MS56_BOVIN Phosphoacetylglucosamine mutase OS=Bos taurus OX=9913 GN=PGM3 PE=3 SV=1;tr|A0A3Q1LP83|A0A3Q1LP83_BOVIN Phosphoacetylglucosamine mutase OS=,59.915,207770000,0,0,0,14374000,22300000,0,0,0,38306000,38964000,0,0,14976000,0,0
A0A3Q1LJ64;A0A3Q1NES2;Q0VCX4,A0A3Q1LJ64;A0A3Q1NES2;Q0VCX4,9;9;9,tr|A0A3Q1LJ64|A0A3Q1LJ64_BOVIN Catenin beta-1 OS=Bos taurus OX=9913 GN=CTNNB1 PE=1 SV=1;tr|A0A3Q1NES2|A0A3Q1NES2_BOVIN Catenin beta-1 OS=Bos taurus OX=9913 GN=CTNNB1 PE=1 SV=1;sp|Q0VCX4|CTNB1_BOVIN Catenin beta-1 OS=Bos taurus OX=9913 GN=CTNNB1 PE=1 SV=1,69.449,144340000,24969000,15969000,0,14525000,0,0,0,0,0,20618000,0,0,15769000,0,0
A0A3Q1LQT4;F1MIC9;A5PKJ3;A0A3Q1LJA4;A0A3Q1M3Y3,A0A3Q1LQT4;F1MIC9;A5PKJ3;A0A3Q1LJA4;A0A3Q1M3Y3,7;7;7;7;7,tr|A0A3Q1LQT4|A0A3Q1LQT4_BOVIN Dynactin subunit 1 OS=Bos taurus OX=9913 GN=DCTN1 PE=1 SV=1;tr|F1MIC9|F1MIC9_BOVIN Dynactin subunit 1 OS=Bos taurus OX=9913 GN=DCTN1 PE=1 SV=1;tr|A5PKJ3|A5PKJ3_BOVIN Dynactin subunit 1 OS=Bos taurus OX=9913 GN=DCTN1 PE=2 SV=1,131.03,74561000,17055000,0,0,14776000,0,0,0,0,10108000,0,0,0,0,0,0
A0A3Q1M3M3;F1N735,A0A3Q1M3M3;F1N735,2;2,tr|A0A3Q1M3M3|A0A3Q1M3M3_BOVIN Lysine demethylase 2A OS=Bos taurus OX=9913 GN=KDM2A PE=4 SV=1;tr|F1N735|F1N735_BOVIN Lysine demethylase 2A OS=Bos taurus OX=9913 GN=KDM2A PE=4 SV=3,130.57,111460000,0,0,0,15243000,0,0,0,0,0,0,0,0,0,0,0
F1MZY2;A8E645;Q8WN68;A0A452DHW0;Q08DQ2,F1MZY2;A8E645;Q8WN68,4;4;2;1;1,tr|F1MZY2|F1MZY2_BOVIN Glutamine--fructose-6-phosphate transaminase (isomerizing) OS=Bos taurus OX=9913 GN=GFPT1 PE=1 SV=2;tr|A8E645|A8E645_BOVIN Glutamine--fructose-6-phosphate transaminase (isomerizing) OS=Bos taurus OX=9913 GN=GFPT1 PE=2 SV=1;tr|Q8WN68|,76.751,16297000,0,0,0,15496000,0,0,0,0,0,0,0,0,0,0,0
Q2KHU0,Q2KHU0,6,sp|Q2KHU0|SERB_BOVIN Phosphoserine phosphatase OS=Bos taurus OX=9913 GN=PSPH PE=2 SV=1,24.85,285220000,38393000,20091000,0,15570000,27490000,0,25536000,0,20886000,28623000,19947000,0,26031000,24574000,16613000
Q3SZ85,Q3SZ85,4,sp|Q3SZ85|PTRD1_BOVIN Putative peptidyl-tRNA hydrolase PTRHD1 OS=Bos taurus OX=9913 GN=PTRHD1 PE=2 SV=2,15.972,214810000,31723000,0,0,15771000,30798000,0,42209000,40174000,0,0,0,0,0,0,0
P00727,P00727,11,sp|P00727|AMPL_BOVIN Cytosol aminopeptidase OS=Bos taurus OX=9913 GN=LAP3 PE=1 SV=3,56.289,69752000,0,15070000,0,15937000,0,0,0,0,0,0,0,0,0,0,0
A7YWH2;A0A3Q1LVQ8,A7YWH2;A0A3Q1LVQ8,2;2,tr|A7YWH2|A7YWH2_BOVIN Zinc finger Ran-binding domain-containing protein 2 OS=Bos taurus OX=9913 GN=ZRANB2 PE=2 SV=1;tr|A0A3Q1LVQ8|A0A3Q1LVQ8_BOVIN Zinc finger Ran-binding domain-containing protein 2 OS=Bos taurus OX=9913 GN=ZRANB2 PE=3 SV=1,36.291,38611000,0,0,0,15951000,0,0,0,0,0,0,0,0,0,0,0
Q3MHM7;A0A3Q1M4X0;A0A3Q1M9I9;E1BFM3,Q3MHM7;A0A3Q1M4X0;A0A3Q1M9I9;E1BFM3,4;4;4;3,sp|Q3MHM7|RL35_BOVIN 60S ribosomal protein L35 OS=Bos taurus OX=9913 GN=RPL35 PE=2 SV=3;tr|A0A3Q1M4X0|A0A3Q1M4X0_BOVIN 60S ribosomal protein L35 OS=Bos taurus OX=9913 GN=RPL35 PE=3 SV=1;tr|A0A3Q1M9I9|A0A3Q1M9I9_BOVIN 60S ribosomal protein L35 OS=Bos taurus,14.565,108000000,0,0,0,16037000,0,0,0,0,0,20145000,0,0,0,0,0
G3MY01;F1MYQ8;A0A3Q1M177;Q17QD7;F1MMH3;A0A3Q1MTQ0,G3MY01;F1MYQ8;A0A3Q1M177;Q17QD7;F1MMH3;A0A3Q1MTQ0,3;3;2;2;2;2,tr|G3MY01|G3MY01_BOVIN Uncharacterized protein OS=Bos taurus OX=9913 GN=LOC516355 PE=3 SV=2;tr|F1MYQ8|F1MYQ8_BOVIN Uncharacterized protein OS=Bos taurus OX=9913 GN=LOC516355 PE=3 SV=3;tr|A0A3Q1M177|A0A3Q1M177_BOVIN LUC7 like OS=Bos taurus OX=9913 GN=LUC7L ,44.11,55442000,18664000,0,0,16140000,0,0,0,0,0,0,0,0,0,0,0
F1N405;Q1RMR8,F1N405;Q1RMR8,2;1,tr|F1N405|F1N405_BOVIN Reticulon OS=Bos taurus OX=9913 GN=RTN4 PE=1 SV=2;tr|Q1RMR8|Q1RMR8_BOVIN Reticulon OS=Bos taurus OX=9913 GN=RTN4 PE=1 SV=1,133.67,17246000,0,0,0,16398000,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1MFP2;A4FUE5,A0A3Q1MFP2;A4FUE5,6;6,tr|A0A3Q1MFP2|A0A3Q1MFP2_BOVIN Rab3 GTPase-activating protein catalytic subunit OS=Bos taurus OX=9913 GN=RAB3GAP1 PE=3 SV=1;tr|A4FUE5|A4FUE5_BOVIN Rab3 GTPase-activating protein catalytic subunit OS=Bos taurus OX=9913 GN=RAB3GAP1 PE=2 SV=1,106.15,109560000,0,18579000,31045000,16790000,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1M720;A2VDM7,A0A3Q1M720;A2VDM7,7;7,tr|A0A3Q1M720|A0A3Q1M720_BOVIN Splicing factor 1 OS=Bos taurus OX=9913 GN=SF1 PE=3 SV=1;tr|A2VDM7|A2VDM7_BOVIN Splicing factor 1 OS=Bos taurus OX=9913 GN=SF1 PE=2 SV=1,64.652,89378000,0,0,0,16913000,0,0,0,0,0,0,0,0,0,0,0
F1N036;Q27968;A0A3Q1MFB6,F1N036;Q27968;A0A3Q1MFB6,5;5;4,tr|F1N036|F1N036_BOVIN DnaJ homolog subfamily C member 3 OS=Bos taurus OX=9913 GN=DNAJC3 PE=4 SV=1;sp|Q27968|DNJC3_BOVIN DnaJ homolog subfamily C member 3 OS=Bos taurus OX=9913 GN=DNAJC3 PE=1 SV=1;tr|A0A3Q1MFB6|A0A3Q1MFB6_BOVIN DnaJ homolog subfamily C mem,57.731,47201000,0,0,0,17017000,0,0,0,0,0,0,0,0,0,0,0
E1BAJ4,E1BAJ4,5,tr|E1BAJ4|E1BAJ4_BOVIN Starch binding domain 1 OS=Bos taurus OX=9913 GN=STBD1 PE=1 SV=2,36.01,49363000,18702000,5077400,0,17039000,0,0,0,0,0,0,0,0,0,0,0
F1MXY8;P79110;A0A3Q1MTZ5,F1MXY8;P79110;A0A3Q1MTZ5,5;4;4,"tr|F1MXY8|F1MXY8_BOVIN Tricarboxylate transport protein, mitochondrial OS=Bos taurus OX=9913 GN=SLC25A1 PE=3 SV=3;sp|P79110|TXTP_BOVIN Tricarboxylate transport protein, mitochondrial OS=Bos taurus OX=9913 GN=SLC25A1 PE=2 SV=1;tr|A0A3Q1MTZ5|A0A3Q1MTZ5_BOVIN",33.78,99617000,16825000,6851000,0,17130000,0,0,0,0,0,0,0,0,0,21191000,0
A0A3Q1MJK1;O02739;A0A3Q1LKH6;G3X7H8;F1N0T3;Q862S0;A6QQ02,A0A3Q1MJK1;O02739,8;6;1;1;1;0;1,tr|A0A3Q1MJK1|A0A3Q1MJK1_BOVIN Serpin B6 OS=Bos taurus OX=9913 GN=SERPINB6 PE=3 SV=1;sp|O02739|SPB6_BOVIN Serpin B6 OS=Bos taurus OX=9913 GN=SERPINB6 PE=2 SV=1,42.607,118290000,15085000,0,0,17596000,0,0,0,0,0,0,0,0,0,0,0
P61585;Q1RMJ6,P61585;Q1RMJ6,5;3,sp|P61585|RHOA_BOVIN Transforming protein RhoA OS=Bos taurus OX=9913 GN=RHOA PE=1 SV=1;sp|Q1RMJ6|RHOC_BOVIN Rho-related GTP-binding protein RhoC OS=Bos taurus OX=9913 GN=RHOC PE=2 SV=1,21.768,262460000,0,25204000,0,17630000,0,0,0,0,0,0,0,0,27704000,33042000,30796000
A6QR46;A0A452DHU1,A6QR46;A0A452DHU1,2;2,sp|A6QR46|RAB6B_BOVIN Ras-related protein Rab-6B OS=Bos taurus OX=9913 GN=RAB6B PE=2 SV=1;tr|A0A452DHU1|A0A452DHU1_BOVIN Ras-related protein Rab-6B OS=Bos taurus OX=9913 GN=RAB6B PE=4 SV=1,23.461,322250000,21422000,18449000,0,17680000,27068000,0,33307000,0,29645000,42414000,0,0,22715000,17640000,12108000
Q3ZCF0;A0A3Q1LSJ7;A0A3Q1MCA4,Q3ZCF0;A0A3Q1LSJ7;A0A3Q1MCA4,11;11;11,sp|Q3ZCF0|DCTN2_BOVIN Dynactin subunit 2 OS=Bos taurus OX=9913 GN=DCTN2 PE=2 SV=1;tr|A0A3Q1LSJ7|A0A3Q1LSJ7_BOVIN Dynactin subunit 2 OS=Bos taurus OX=9913 GN=DCTN2 PE=1 SV=1;tr|A0A3Q1MCA4|A0A3Q1MCA4_BOVIN Dynactin subunit 2 OS=Bos taurus OX=9913 GN=DCTN2 PE,44.294,79950000,0,0,0,17702000,0,0,0,0,0,0,0,0,0,7201700,14909000
Q05717,Q05717,5,sp|Q05717|IBP5_BOVIN Insulin-like growth factor-binding protein 5 OS=Bos taurus OX=9913 GN=IGFBP5 PE=2 SV=2,30.314,56937000,0,0,0,17745000,0,0,0,0,0,0,0,0,0,0,0
Q5E9Z8,Q5E9Z8,2,sp|Q5E9Z8|LSM1_BOVIN U6 snRNA-associated Sm-like protein LSm1 OS=Bos taurus OX=9913 GN=LSM1 PE=2 SV=1,15.193,90308000,0,0,0,17760000,0,0,0,0,0,0,0,0,0,0,0
A6QQL4;G3MZF7,A6QQL4;G3MZF7,11;8,tr|A6QQL4|A6QQL4_BOVIN UBFD1 protein OS=Bos taurus OX=9913 GN=UBFD1 PE=1 SV=1;tr|G3MZF7|G3MZF7_BOVIN Ubiquitin family domain containing 1 OS=Bos taurus OX=9913 GN=UBFD1 PE=1 SV=2,33.143,373180000,49341000,37537000,0,17868000,0,0,0,0,0,0,40342000,0,35337000,12254000,43872000
A0A3Q1LQL8;F1MWK6;A0A3Q1MAS0;P27424;A0A3Q1LL69,A0A3Q1LQL8;F1MWK6;A0A3Q1MAS0;P27424;A0A3Q1LL69,8;8;8;6;5,tr|A0A3Q1LQL8|A0A3Q1LQL8_BOVIN Microfibrillar-associated protein 2 OS=Bos taurus OX=9913 GN=MFAP2 PE=3 SV=1;tr|F1MWK6|F1MWK6_BOVIN Microfibrillar-associated protein 2 OS=Bos taurus OX=9913 GN=MFAP2 PE=3 SV=2;tr|A0A3Q1MAS0|A0A3Q1MAS0_BOVIN Microfibrillar-as,19.757,406250000,0,51453000,60210000,18028000,0,0,51507000,0,0,0,28955000,22408000,23517000,0,17059000
P30404;A0A452DJK1,P30404;A0A452DJK1,5;5,"sp|P30404|PPIF_BOVIN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Bos taurus OX=9913 GN=PPIF PE=1 SV=3;tr|A0A452DJK1|A0A452DJK1_BOVIN Peptidyl-prolyl cis-trans isomerase OS=Bos taurus OX=9913 GN=PPIF PE=3 SV=1",22.019,109460000,0,0,0,18189000,0,0,0,0,0,0,0,0,0,0,0
Q32KV6,Q32KV6,7,sp|Q32KV6|SIL1_BOVIN Nucleotide exchange factor SIL1 OS=Bos taurus OX=9913 GN=SIL1 PE=2 SV=1,52.581,153740000,0,0,0,18249000,0,0,0,13934000,0,0,0,0,0,0,0
A0A3Q1MRG1;E1BIN5,A0A3Q1MRG1;E1BIN5,3;3,tr|A0A3Q1MRG1|A0A3Q1MRG1_BOVIN Cullin 3 OS=Bos taurus OX=9913 GN=CUL3 PE=3 SV=1;tr|E1BIN5|E1BIN5_BOVIN Cullin 3 OS=Bos taurus OX=9913 GN=CUL3 PE=3 SV=2,84.423,168570000,0,21442000,37070000,18339000,12078000,0,28852000,0,24081000,18901000,0,0,0,0,0
Q2KIF8;A0A3Q1NB71;F1MLA9;A0A3Q1N380,Q2KIF8;A0A3Q1NB71;F1MLA9;A0A3Q1N380,11;10;9;8,"sp|Q2KIF8|SYCM_BOVIN Cysteine--tRNA ligase, mitochondrial OS=Bos taurus OX=9913 GN=CARS2 PE=2 SV=1;tr|A0A3Q1NB71|A0A3Q1NB71_BOVIN Cysteinyl-tRNA synthetase OS=Bos taurus OX=9913 GN=CARS2 PE=3 SV=1;tr|F1MLA9|F1MLA9_BOVIN Cysteine--tRNA ligase, mitochondrial",61.198,166670000,23956000,0,0,18370000,0,0,0,0,0,0,0,0,0,18493000,0
J9QD96;A0A3Q1N549;Q2KJC7;CON__Q2KJC7;J9QDG2;A0A3Q1MF21;A0A3Q1N5X2;J9QD97;D1Z308;J9QDG1;J9QDU2;A0A3Q1NNK1,J9QD96;A0A3Q1N549;Q2KJC7;CON__Q2KJC7;J9QDG2;A0A3Q1MF21;A0A3Q1N5X2;J9QD97;D1Z308;J9QDG1;J9QDU2;A0A3Q1NNK1,4;4;4;4;4;4;4;4;4;2;2;2,tr|J9QD96|J9QD96_BOVIN Periostin variant 4 OS=Bos taurus OX=9913 PE=2 SV=1;tr|A0A3Q1N549|A0A3Q1N549_BOVIN Periostin OS=Bos taurus OX=9913 GN=POSTN PE=4 SV=1;tr|Q2KJC7|Q2KJC7_BOVIN Periostin OS=Bos taurus OX=9913 GN=POSTN PE=1 SV=1;;tr|J9QDG2|J9QDG2_BOVIN P,35.598,82666000,0,0,0,18692000,0,0,6905100,0,0,4243300,0,5593000,15915000,7799200,0
E1BP91,E1BP91,12,tr|E1BP91|E1BP91_BOVIN Aminopeptidase OS=Bos taurus OX=9913 GN=NPEPPS PE=1 SV=2,103.6,318720000,27047000,33827000,49563000,18939000,33548000,0,0,0,44738000,28330000,0,0,0,25090000,0
F1N152;A0A452DI93,F1N152;A0A452DI93,6;6,sp|F1N152|HTRA1_BOVIN Serine protease HTRA1 OS=Bos taurus OX=9913 GN=HTRA1 PE=2 SV=1;tr|A0A452DI93|A0A452DI93_BOVIN Serine protease HTRA1 OS=Bos taurus OX=9913 GN=HTRA1 PE=3 SV=1,51.906,208210000,18150000,16838000,0,19054000,0,0,0,0,17807000,0,0,17874000,11552000,0,32700000
A0A3Q1MUN8;G3X6B3;A0A3Q1M475;G3X6B2;Q2KJA3;A0A3Q1LY98;E1BGB2,A0A3Q1MUN8;G3X6B3;A0A3Q1M475;G3X6B2;Q2KJA3,3;3;3;3;1;0;0,tr|A0A3Q1MUN8|A0A3Q1MUN8_BOVIN Proline rich coiled-coil 2C OS=Bos taurus OX=9913 GN=PRRC2C PE=4 SV=1;tr|G3X6B3|G3X6B3_BOVIN Proline rich coiled-coil 2C OS=Bos taurus OX=9913 GN=PRRC2C PE=4 SV=2;tr|A0A3Q1M475|A0A3Q1M475_BOVIN Proline rich coiled-coil 2C OS=,281.2,69218000,17617000,0,0,19069000,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1LJE7;E1BA27,A0A3Q1LJE7;E1BA27,3;3,"tr|A0A3Q1LJE7|A0A3Q1LJE7_BOVIN Glomulin, FKBP associated protein OS=Bos taurus OX=9913 GN=GLMN PE=4 SV=1;tr|E1BA27|E1BA27_BOVIN Glomulin, FKBP associated protein OS=Bos taurus OX=9913 GN=GLMN PE=4 SV=2",60.176,255300000,20518000,13597000,36543000,19078000,0,0,18506000,0,0,0,0,0,9900900,0,13668000
E1BNB4,E1BNB4,7,tr|E1BNB4|E1BNB4_BOVIN Poly(A) binding protein cytoplasmic 1 like OS=Bos taurus OX=9913 GN=PABPC1L PE=4 SV=3,33.941,246820000,0,15232000,0,19094000,0,0,41932000,0,0,38423000,0,0,0,0,0
A6QP36,A6QP36,5,tr|A6QP36|A6QP36_BOVIN LMAN2 protein OS=Bos taurus OX=9913 GN=LMAN2 PE=2 SV=1,40.401,81813000,0,0,0,19185000,0,0,0,0,0,0,0,0,0,10317000,0
A2VDN6,A2VDN6,5,sp|A2VDN6|SF3A1_BOVIN Splicing factor 3A subunit 1 OS=Bos taurus OX=9913 GN=SF3A1 PE=2 SV=1,88.785,99864000,21884000,9048200,0,19346000,0,11007000,0,0,0,0,0,0,0,0,16089000
P10881,P10881,3,sp|P10881|LA_BOVIN Lupus La protein homolog OS=Bos taurus OX=9913 GN=SSB PE=2 SV=2,46.533,80594000,16680000,7413400,0,19443000,0,0,0,0,0,0,0,0,0,0,0
Q0P5K3;A5D987;A0A3Q1MW26;A0A3Q1N9B4,Q0P5K3;A5D987;A0A3Q1MW26;A0A3Q1N9B4,4;4;4;4,sp|Q0P5K3|UBE2N_BOVIN Ubiquitin-conjugating enzyme E2 N OS=Bos taurus OX=9913 GN=UBE2N PE=2 SV=1;tr|A5D987|A5D987_BOVIN Ubiquitin-conjugating enzyme E2N-like OS=Bos taurus OX=9913 GN=UBE2N PE=2 SV=1;tr|A0A3Q1MW26|A0A3Q1MW26_BOVIN Ubiquitin-conjugating enzy,17.138,147210000,0,0,26725000,19530000,17115000,0,25153000,0,19131000,0,0,0,0,0,0
A0A3Q1MBY6;A0A3Q1NAY9;A0A3Q1MDG7;A0A3Q1LRZ2;Q2HJ73;F1MPK4;A0A3Q1LUU2,A0A3Q1MBY6;A0A3Q1NAY9;A0A3Q1MDG7;A0A3Q1LRZ2;Q2HJ73;F1MPK4;A0A3Q1LUU2,2;2;2;2;2;2;2,"tr|A0A3Q1MBY6|A0A3Q1MBY6_BOVIN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Bos taurus OX=9913 GN=HIBCH PE=3 SV=1;tr|A0A3Q1NAY9|A0A3Q1NAY9_BOVIN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Bos taurus OX=9913 GN=HIBCH PE=3 SV=1;tr|A0A3Q1MDG7|",34.829,138110000,17630000,0,33088000,19828000,0,22333000,0,12903000,8169500,19146000,0,0,0,12983000,0
A1A4M0,A1A4M0,4,tr|A1A4M0|A1A4M0_BOVIN Mitochondrial import inner membrane translocase subunit OS=Bos taurus OX=9913 GN=TIMM13 PE=2 SV=1,10.47,169070000,0,20613000,0,19932000,0,0,0,0,11585000,0,22979000,19707000,15749000,0,15676000
A7Z035;A0A3Q1M4Z2,A7Z035;A0A3Q1M4Z2,4;3,sp|A7Z035|EPN4_BOVIN Clathrin interactor 1 OS=Bos taurus OX=9913 GN=CLINT1 PE=2 SV=1;tr|A0A3Q1M4Z2|A0A3Q1M4Z2_BOVIN Clathrin interactor 1 OS=Bos taurus OX=9913 GN=CLINT1 PE=4 SV=1,70.521,114270000,0,15757000,0,19947000,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1LG34;A6QLZ8;A0A3Q1MMX8;A6QP50,A0A3Q1LG34;A6QLZ8;A0A3Q1MMX8,10;7;7;4,tr|A0A3Q1LG34|A0A3Q1LG34_BOVIN Coronin OS=Bos taurus OX=9913 GN=CORO6 PE=3 SV=1;tr|A6QLZ8|A6QLZ8_BOVIN Coronin OS=Bos taurus OX=9913 GN=CORO6 PE=2 SV=1;tr|A0A3Q1MMX8|A0A3Q1MMX8_BOVIN Coronin OS=Bos taurus OX=9913 GN=CORO6 PE=3 SV=1,52.771,360770000,24148000,43818000,0,20071000,18639000,0,0,28690000,37307000,43480000,16406000,29979000,0,14872000,0
Q5EA68;A0A452DI19;A0A3Q1LNM8;A0A3Q1NGK0;Q2KHX4;A0A3Q1NCI5,Q5EA68;A0A452DI19;A0A3Q1LNM8;A0A3Q1NGK0;Q2KHX4,3;3;2;2;2;1,sp|Q5EA68|S61A1_BOVIN Protein transport protein Sec61 subunit alpha isoform 1 OS=Bos taurus OX=9913 GN=SEC61A1 PE=2 SV=3;tr|A0A452DI19|A0A452DI19_BOVIN Protein transport protein Sec61 subunit alpha isoform 1 OS=Bos taurus OX=9913 GN=SEC61A1 PE=3 SV=1;tr|A0,52.224,122540000,0,18020000,0,20204000,0,0,0,0,0,0,0,0,0,0,0
